EmpID,BldgID
1002954,1000002
1001492,1000001
1002239,1000001
1000071,1000000
1001743,1000002
1003104,1000001
1000507,1000003
1002668,1000000
1000894,1000001
1002601,1000000
1000912,1000000
1003018,1000002
1001742,1000001
1002536,1000003
1002313,1000000
1000506,1000000
1002704,1000002
1002196,1000003
1003127,1000003
1000403,1000002
1000631,1000002
1000249,1000000
1001769,1000000
1003052,1000003
1001570,1000000
1002304,1000000
1002902,1000001
1003111,1000003
1000021,1000002
1001721,1000003
1002401,1000001
1000517,1000001
1001156,1000000
1002135,1000001
1002972,1000003
1000666,1000001
1001917,1000003
1000520,1000001
1001183,1000000
1001578,1000001
1001516,1000001
1003000,1000000
1003105,1000002
1001058,1000002
1002156,1000003
1000515,1000002
1000764,1000000
1000193,1000002
1000825,1000001
1001874,1000003
1001832,1000002
1002724,1000003
1002430,1000002
1000041,1000003
1003176,1000002
1002460,1000001
1001731,1000002
1000203,1000002
1002669,1000002
1002511,1000000
1001192,1000000
1000501,1000002
1002220,1000002
1000308,1000000
1002189,1000001
1002862,1000003
1001905,1000000
1001121,1000003
1002214,1000000
1002364,1000002
1001792,1000001
1000884,1000001
1001143,1000000
1002619,1000001
1000439,1000001
1000337,1000002
1001469,1000002
1002412,1000000
1002239,1000001
1000033,1000000
1002884,1000003
1000527,1000001
1000802,1000003
1002402,1000003
1001594,1000002
1001654,1000001
1002679,1000002
1001098,1000001
1000674,1000000
1002000,1000003
1000134,1000003
1002295,1000003
1002661,1000002
1002975,1000000
1000909,1000000
1002406,1000000
1000926,1000003
1002382,1000003
1001630,1000000
1001343,1000002
1000666,1000002
1000970,1000002
1001622,1000000
1000430,1000003
1000650,1000001
1002501,1000002
1002402,1000002
1001329,1000003
1000274,1000000
1001634,1000003
1000085,1000001
1002092,1000003
1002836,1000003
1002675,1000000
1003014,1000001
1000165,1000001
1001397,1000003
1000010,1000002
1002553,1000001
1000888,1000003
1001871,1000001
1002790,1000000
1000668,1000003
1002172,1000001
1000559,1000000
1002341,1000001
1000646,1000002
1002461,1000002
1001413,1000000
1001582,1000002
1003036,1000000
1002450,1000001
1000355,1000001
1001136,1000001
1002602,1000003
1002097,1000002
1002212,1000003
1002833,1000003
1000428,1000002
1001710,1000000
1000844,1000000
1000385,1000000
1003177,1000002
1002715,1000001
1000482,1000001
1000124,1000003
1002955,1000001
1000117,1000002
1002684,1000002
1002770,1000002
1001991,1000002
1002674,1000003
1001916,1000001
1002555,1000002
1001961,1000003
1001600,1000003
1002366,1000003
1000695,1000003
1000620,1000000
1002591,1000001
1002683,1000001
1002288,1000001
1000250,1000000
1000890,1000001
1001642,1000003
1000378,1000001
1002319,1000002
1001781,1000003
1003086,1000000
1002427,1000001
1000527,1000000
1002302,1000000
1001756,1000001
1001706,1000001
1001894,1000002
1001328,1000001
1002787,1000000
1002607,1000000
1000728,1000001
1000244,1000003
1000765,1000002
1000196,1000001
1000036,1000000
1001770,1000001
1001249,1000000
1001864,1000001
1002717,1000001
1002920,1000003
1000589,1000002
1002585,1000000
1001910,1000001
1000222,1000002
1001442,1000003
1001670,1000003
1000291,1000001
1001770,1000002
1001744,1000000
1000895,1000001
1001605,1000003
1000046,1000003
1002325,1000000
1002482,1000003
1000476,1000000
1000471,1000000
1000193,1000001
1000357,1000001
1000827,1000003
1001780,1000000
1000652,1000003
1002992,1000001
1002843,1000003
1001864,1000001
1001925,1000003
1001625,1000001
1000989,1000000
1002074,1000002
1002434,1000003
1001994,1000003
1001219,1000002
1000363,1000000
1000637,1000000
1002449,1000001
1002150,1000003
1000982,1000000
1000804,1000001
1002940,1000002
1002809,1000001
1000597,1000001
1002863,1000003
1001985,1000000
1001022,1000001
1000787,1000002
1000346,1000003
1002016,1000003
1002763,1000002
1000864,1000003
1001891,1000001
1000372,1000000
1001691,1000000
1002354,1000000
1002969,1000001
1002180,1000000
1001211,1000001
1002264,1000001
1000351,1000003
1000744,1000002
1003179,1000003
1000719,1000002
1002485,1000003
1001642,1000000
1002902,1000001
1000770,1000003
1002116,1000001
1000271,1000003
1000636,1000003
1000819,1000000
1001749,1000001
1002404,1000003
1001131,1000002
1000553,1000002
1001008,1000003
1000315,1000000
1002406,1000001
1001114,1000003
1002224,1000003
1002413,1000001
1001269,1000001
1003155,1000002
1000545,1000000
1002293,1000002
1001938,1000003
1001557,1000001
1001416,1000003
1000045,1000001
1001062,1000001
1001432,1000002
1002707,1000001
1000536,1000001
1002398,1000000
1001732,1000002
1001098,1000003
1001525,1000001
1002648,1000003
1000592,1000003
1000647,1000001
1001599,1000000
1001675,1000002
1001163,1000000
1000199,1000001
1001332,1000001
1000496,1000002
1000811,1000002
1002787,1000000
1001859,1000001
1000841,1000000
1002318,1000003
1001435,1000003
1000538,1000003
1002715,1000001
1000344,1000003
1000443,1000001
1000954,1000002
1002283,1000000
1000752,1000003
1002466,1000003
1002732,1000000
1000767,1000003
1001596,1000000
1002283,1000003
1001752,1000003
1000766,1000002
1000604,1000003
1002212,1000001
1000420,1000000
1003162,1000001
1000946,1000002
1002583,1000002
1000547,1000002
1002645,1000000
1001938,1000001
1003088,1000003
1001629,1000001
1000215,1000003
1001162,1000003
1001841,1000003
1003099,1000003
1000749,1000002
1001106,1000001
1001298,1000000
1001049,1000000
1000905,1000001
1000983,1000002
1000833,1000000
1002381,1000000
1000343,1000001
1000472,1000003
1000600,1000001
1001712,1000002
1001141,1000002
1000876,1000001
1003191,1000000
1002494,1000003
1000457,1000002
1001892,1000003
1001020,1000001
1002735,1000001
1001764,1000001
1001952,1000001
1000301,1000000
1001979,1000001
1002216,1000002
1002950,1000002
1001569,1000002
1001322,1000000
1002413,1000003
1000689,1000003
1000322,1000001
1001831,1000003
1001030,1000001
1002993,1000001
1000054,1000003
1001408,1000002
1002075,1000002
1002335,1000003
1001316,1000002
1000421,1000002
1003138,1000002
1000683,1000002
1003171,1000000
1002491,1000000
1000729,1000002
1002579,1000003
1001761,1000001
1001201,1000001
1002443,1000002
1000822,1000003
1002866,1000000
1001204,1000001
1001681,1000000
1002021,1000003
1002550,1000000
1001260,1000000
1001268,1000000
1000090,1000001
1002559,1000003
1000387,1000001
1000451,1000001
1000928,1000001
1001983,1000003
1002074,1000003
1001804,1000003
1001573,1000002
1002550,1000003
1000185,1000000
1002347,1000003
1003013,1000002
1003093,1000002
1001162,1000001
1001560,1000001
1002179,1000003
1000809,1000001
1002813,1000001
1003030,1000002
1000600,1000000
1001841,1000000
1001961,1000003
1001286,1000002
1001177,1000003
1002313,1000000
1001672,1000002
1003127,1000002
1001609,1000000
1001380,1000003
1003175,1000003
1000280,1000003
1000513,1000002
1002455,1000003
1002210,1000000
1000563,1000003
1000416,1000003
1002684,1000002
1000853,1000001
1001997,1000003
1002559,1000002
1000332,1000000
1001034,1000000
1000851,1000000
1000350,1000000
1002558,1000001
1002793,1000001
1003032,1000001
1001196,1000002
1000279,1000000
1000572,1000003
1000035,1000000
1001091,1000000
1002240,1000001
1001621,1000001
1000660,1000003
1000581,1000000
1002577,1000003
1000854,1000001
1002526,1000002
1000858,1000003
1000285,1000001
1000547,1000000
1000896,1000001
1000056,1000003
1001676,1000000
1000725,1000003
1002805,1000002
1001491,1000003
1000806,1000003
1000469,1000001
1002449,1000003
1002944,1000003
1000981,1000000
1002758,1000003
1001435,1000002
1002044,1000000
1002627,1000002
1000803,1000000
1002175,1000002
1002663,1000003
1001112,1000003
1000412,1000000
1001991,1000003
1002988,1000001
1001002,1000003
1001942,1000003
1001440,1000000
1001186,1000003
1002595,1000000
1000738,1000001
1002860,1000002
1000518,1000003
1002418,1000001
1000796,1000002
1003167,1000003
1000889,1000001
1002086,1000003
1002739,1000000
1000374,1000003
1000769,1000002
1002924,1000000
1003169,1000002
1000657,1000002
1001317,1000000
1000888,1000001
1002590,1000000
1000574,1000003
1001350,1000001
1000976,1000002
1001124,1000000
1000045,1000002
1000369,1000002
1002988,1000003
1001067,1000001
1001473,1000003
1002493,1000001
1000891,1000001
1002579,1000000
1001786,1000002
1001641,1000003
1000311,1000000
1001822,1000001
1000273,1000000
1002119,1000001
1001278,1000000
1002374,1000002
1002263,1000000
1002860,1000002
1000479,1000003
1002694,1000002
1000619,1000002
1002137,1000000
1000190,1000000
1000111,1000000
1000019,1000002
1001505,1000002
1000135,1000000
1000770,1000000
1001160,1000000
1001884,1000003
1002612,1000001
1001832,1000002
1002955,1000001
1000628,1000003
1000297,1000003
1000741,1000003
1002169,1000000
1001797,1000002
1000422,1000000
1000775,1000000
1002341,1000003
1002767,1000002
1002584,1000002
1000734,1000000
1001914,1000001
1001179,1000000
1001409,1000000
1001749,1000000
1001558,1000002
1002936,1000001
1002437,1000001
1002089,1000001
1001079,1000002
1000392,1000001
1001078,1000001
1002111,1000001
1000140,1000003
1000632,1000002
1002391,1000003
1003179,1000001
1003036,1000003
1000359,1000003
1000871,1000002
1001880,1000001
1000948,1000002
1003164,1000002
1000673,1000002
1002944,1000002
1002467,1000003
1000461,1000000
1002878,1000002
1002931,1000000
1002317,1000001
1002017,1000001
1000473,1000000
1001642,1000001
1000534,1000003
1002874,1000002
1000866,1000000
1001879,1000003
1003069,1000003
1002014,1000002
1001127,1000002
1002107,1000003
1001848,1000000
1000624,1000000
1002231,1000000
1001855,1000000
1001347,1000000
1001835,1000001
1001198,1000000
1000157,1000000
1001012,1000003
1001935,1000001
1002273,1000000
1002803,1000002
1002049,1000000
1001124,1000002
1003172,1000000
1000536,1000002
1001614,1000002
1000618,1000002
1002045,1000000
1001391,1000000
1001218,1000001
1000751,1000000
1002634,1000000
1002177,1000003
1002846,1000001
1001977,1000000
1002044,1000002
1000920,1000002
1003034,1000000
1000939,1000001
1000818,1000002
1001634,1000002
1001994,1000003
1001502,1000003
1001837,1000001
1002582,1000001
1000142,1000002
1002568,1000000
1001763,1000002
1001302,1000002
1002910,1000003
1002626,1000002
1001097,1000000
1001151,1000000
1001942,1000003
1000070,1000001
1000306,1000001
1002900,1000001
1001309,1000001
1000575,1000001
1002558,1000000
1002382,1000002
1000102,1000001
1000722,1000000
1002070,1000003
1001459,1000001
1000886,1000003
1002264,1000003
1001473,1000000
1001973,1000003
1002846,1000000
1001528,1000003
1002862,1000001
1001413,1000000
1001181,1000002
1002763,1000003
1000359,1000001
1002481,1000000
1003000,1000001
1000598,1000003
1000586,1000002
1002090,1000002
1000981,1000002
1002027,1000003
1001214,1000001
1002276,1000002
1000801,1000003
1001678,1000003
1002554,1000000
1001947,1000002
1002346,1000001
1001070,1000001
1003186,1000002
1002058,1000002
1001559,1000000
1001440,1000001
1003038,1000002
1000670,1000000
1000923,1000000
1002633,1000000
1000891,1000001
1001470,1000003
1001742,1000003
1001564,1000003
1000035,1000001
1002251,1000001
1000269,1000001
1000055,1000001
1003176,1000002
1003124,1000002
1001340,1000001
1002672,1000003
1001092,1000001
1000596,1000003
1001200,1000002
1002491,1000001
1002733,1000002
1002184,1000003
1001190,1000002
1002484,1000003
1002650,1000003
1001229,1000003
1001773,1000002
1002868,1000002
1002277,1000001
1001125,1000001
1000619,1000003
1002871,1000002
1001712,1000003
1000618,1000000
1003050,1000001
1002051,1000003
1002898,1000003
1001030,1000002
1002535,1000001
1002260,1000001
1002135,1000001
1001945,1000003
1003032,1000002
1001999,1000002
1001476,1000001
1001767,1000001
1000829,1000003
1002015,1000001
1000805,1000000
1000690,1000003
1001288,1000000
1001622,1000003
1001503,1000000
1002655,1000001
1001452,1000000
1000074,1000001
1001452,1000001
1000586,1000000
1000974,1000000
1002407,1000001
1000358,1000002
1000941,1000001
1000954,1000000
1002772,1000000
1001824,1000001
1001614,1000002
1000633,1000000
1001303,1000003
1001147,1000002
1000447,1000001
1002749,1000001
1002913,1000000
1002666,1000003
1002513,1000000
1001601,1000000
1002661,1000001
1001389,1000002
1001821,1000003
1000015,1000002
1000528,1000000
1001218,1000002
1001172,1000000
1002075,1000003
1000871,1000002
1001722,1000003
1002690,1000000
1000711,1000002
1001865,1000000
1000697,1000001
1003172,1000003
1001362,1000000
1001687,1000002
1002142,1000003
1000338,1000003
1002920,1000000
1001704,1000001
1003169,1000003
1002946,1000002
1000267,1000003
1001786,1000003
1000718,1000001
1001850,1000000
1001792,1000000
1000666,1000001
1000437,1000003
1000182,1000000
1000307,1000002
1000492,1000002
1001592,1000003
1000957,1000001
1001740,1000002
1002431,1000001
1001740,1000003
1002205,1000003
1000853,1000001
1002123,1000001
1001014,1000003
1002037,1000000
1000157,1000001
1000502,1000003
1001382,1000000
1000057,1000002
1001699,1000000
1000746,1000001
1000936,1000001
1001538,1000002
1000881,1000002
1001035,1000002
1001266,1000001
1000318,1000002
1001843,1000000
1001634,1000001
1002943,1000001
1000106,1000001
1002053,1000000
1001737,1000000
1000805,1000002
1000676,1000003
1002018,1000002
1002929,1000002
1000357,1000003
1000223,1000000
1003181,1000002
1001903,1000000
1001904,1000003
1000350,1000001
1000836,1000000
1002592,1000001
1003069,1000003
1000569,1000003
1000341,1000003
1002620,1000003
1000831,1000001
1000627,1000003
1001852,1000001
1003136,1000001
1001452,1000003
1002019,1000000
1001915,1000003
1000780,1000003
1002159,1000002
1001192,1000002
1002780,1000003
1002029,1000003
1001794,1000002
1001103,1000002
1001097,1000002
1000214,1000001
1002824,1000001
1000918,1000003
1001988,1000000
1002888,1000001
1000594,1000001
1000813,1000000
1001318,1000001
1000185,1000003
1000467,1000002
1001771,1000000
1002597,1000002
1002466,1000000
1001828,1000001
1002276,1000001
1001078,1000003
1000896,1000002
1001001,1000001
1003072,1000001
1002145,1000001
1001389,1000003
1000702,1000000
1001324,1000000
1002916,1000001
1000606,1000003
1003041,1000001
1002202,1000002
1000567,1000000
1001803,1000001
1001408,1000003
1001095,1000001
1000375,1000002
1000546,1000000
1003072,1000001
1002320,1000003
1000906,1000000
1000837,1000001
1001121,1000000
1000351,1000003
1002879,1000003
1000784,1000001
1002950,1000001
1003090,1000001
1001245,1000003
1002220,1000000
1002190,1000000
1002123,1000002
1001403,1000003
1001599,1000001
1002427,1000001
1001675,1000001
1001394,1000001
1000780,1000001
1000881,1000001
1001522,1000003
1000533,1000003
1000614,1000001
1002826,1000003
1002147,1000000
1002053,1000000
1000298,1000000
1001959,1000001
1002246,1000002
1002453,1000000
1001475,1000002
1000146,1000002
1001409,1000000
1000599,1000003
1001478,1000003
1000928,1000003
1000583,1000001
1001342,1000000
1002751,1000002
1003098,1000001
1000193,1000001
1001769,1000001
1001282,1000002
1001511,1000000
1001539,1000001
1002957,1000000
1000908,1000000
1000657,1000001
1001909,1000001
1002575,1000001
1000660,1000003
1001286,1000000
1001927,1000001
1001865,1000003
1000741,1000003
1001217,1000003
1000432,1000003
1001315,1000001
1003134,1000002
1001957,1000000
1000494,1000001
1000509,1000002
1001382,1000000
1000704,1000001
1001809,1000002
1000068,1000003
1002545,1000002
1002811,1000001
1000312,1000001
1001202,1000000
1002492,1000001
1001158,1000001
1002809,1000002
1002623,1000000
1001580,1000003
1000850,1000002
1001451,1000001
1003059,1000000
1001540,1000001
1002679,1000001
1000732,1000000
1000742,1000000
1001797,1000001
1002213,1000003
1001466,1000001
1001648,1000001
1002764,1000003
1002104,1000002
1001582,1000000
1001335,1000002
1002220,1000000
1000329,1000000
1000500,1000001
1000081,1000001
1002999,1000003
1000329,1000000
1002393,1000001
1001027,1000003
1000603,1000000
1001090,1000003
1000224,1000002
1001713,1000000
1001154,1000001
1000747,1000002
1003127,1000000
1002067,1000000
1002788,1000002
1002692,1000002
1001953,1000001
1002133,1000002
1000047,1000002
1000527,1000003
1001413,1000002
1000581,1000000
1002408,1000002
1001618,1000001
1002609,1000001
1000724,1000001
1002362,1000001
1000440,1000001
1000436,1000002
1002087,1000000
1000172,1000003
1002272,1000002
1001151,1000002
1002227,1000003
1002121,1000003
1000389,1000000
1002421,1000001
1000582,1000000
1002069,1000003
1001548,1000001
1002359,1000003
1000947,1000000
1000709,1000002
1000472,1000003
1003014,1000001
1001987,1000000
1002234,1000003
1001589,1000000
1002212,1000002
1000985,1000000
1001316,1000002
1000055,1000002
1001679,1000003
1002939,1000002
1001708,1000002
1002428,1000001
1001232,1000002
1002687,1000002
1001066,1000001
1002825,1000003
1000313,1000003
1001293,1000000
1000588,1000003
1001487,1000001
1000158,1000000
1002997,1000000
1001810,1000001
1002798,1000000
1002440,1000002
1001339,1000001
1002073,1000002
1000018,1000001
1001768,1000002
1000586,1000002
1001698,1000003
1002923,1000001
1000393,1000002
1003061,1000000
1003125,1000000
1000911,1000001
1000647,1000003
1000410,1000002
1001491,1000000
1002451,1000000
1002623,1000001
1002943,1000002
1000778,1000000
1002641,1000000
1000453,1000000
1002299,1000000
1001612,1000000
1001073,1000003
1000989,1000001
1003188,1000002
1000013,1000002
1001377,1000002
1002754,1000003
1002879,1000000
1000664,1000000
1000109,1000003
1001011,1000000
1003142,1000001
1000118,1000000
1002206,1000002
1000123,1000001
1000752,1000002
1000330,1000003
1000034,1000000
1001008,1000003
1000188,1000001
1000166,1000003
1000931,1000000
1000556,1000003
1002515,1000001
1000268,1000001
1001317,1000000
1002953,1000000
1003141,1000003
1002035,1000002
1000700,1000000
1002987,1000002
1002981,1000002
1002965,1000000
1001228,1000003
1001889,1000003
1000499,1000003
1000625,1000000
1001476,1000001
1000203,1000000
1002045,1000003
1000755,1000001
1001549,1000001
1001366,1000002
1003075,1000000
1000265,1000002
1001233,1000000
1002264,1000001
1003121,1000001
1000531,1000001
1000750,1000000
1001606,1000000
1002643,1000000
1002560,1000003
1000378,1000002
1002339,1000002
1001462,1000000
1002115,1000001
1000551,1000002
1001655,1000001
1002533,1000001
1000417,1000002
1002626,1000002
1001186,1000003
1002413,1000001
1002387,1000003
1001978,1000003
1000888,1000001
1002991,1000000
1001337,1000001
1000423,1000003
1002572,1000002
1002354,1000002
1001094,1000002
1000473,1000002
1001329,1000003
1002474,1000000
1002052,1000001
1002762,1000003
1002353,1000002
1002576,1000003
1003176,1000002
1000609,1000001
1002857,1000000
1002267,1000002
1002196,1000002
1001102,1000001
1001461,1000003
1001939,1000002
1002164,1000003
1000820,1000002
1002926,1000001
1002992,1000001
1002263,1000002
1000961,1000001
1002936,1000001
1002825,1000003
1001164,1000000
1001591,1000001
1002876,1000003
1000564,1000001
1001870,1000000
1002923,1000002
1002911,1000002
1002493,1000000
1002255,1000002
1001879,1000000
1000543,1000003
1002319,1000000
1001218,1000001
1002969,1000003
1002772,1000000
1000900,1000000
1000166,1000003
1001661,1000003
1003180,1000003
1000686,1000000
1002611,1000001
1000220,1000003
1002085,1000003
1002891,1000000
1003106,1000001
1001298,1000002
1000588,1000000
1002965,1000003
1002256,1000001
1002538,1000000
1001879,1000002
1003024,1000001
1002797,1000003
1001486,1000003
1000129,1000003
1002472,1000001
1000553,1000001
1002911,1000000
1000384,1000003
1002283,1000003
1001578,1000002
1002752,1000003
1000858,1000001
1001014,1000001
1000612,1000001
1002899,1000001
1003082,1000000
1002654,1000000
1001700,1000002
1002879,1000003
1000144,1000001
1001197,1000000
1000994,1000003
1001382,1000001
1003025,1000002
1003108,1000000
1001901,1000003
1001720,1000003
1002402,1000003
1003047,1000000
1000802,1000001
1001212,1000000
1002543,1000002
1000440,1000003
1003083,1000003
1001293,1000003
1000173,1000002
1001746,1000002
1002809,1000002
1001142,1000000
1001379,1000003
1000849,1000002
1001321,1000000
1000349,1000000
1000986,1000003
1000479,1000003
1000149,1000000
1000140,1000001
1003031,1000003
1002912,1000002
1001121,1000000
1001228,1000001
1001196,1000002
1002059,1000003
1003162,1000003
1001780,1000001
1002299,1000003
1000506,1000002
1001732,1000001
1002832,1000002
1002013,1000001
1002502,1000003
1001079,1000003
1000976,1000001
1001651,1000000
1002965,1000000
1001029,1000003
1003037,1000002
1001763,1000003
1002497,1000001
1002238,1000001
1002113,1000002
1001248,1000000
1000142,1000003
1000243,1000003
1001784,1000002
1000454,1000000
1002477,1000002
1003061,1000000
1001666,1000002
1001854,1000000
1002264,1000001
1002351,1000003
1002319,1000002
1000368,1000003
1002942,1000003
1002508,1000002
1001948,1000000
1001429,1000003
1002112,1000000
1002993,1000002
1003016,1000002
1003139,1000003
1000938,1000003
1000480,1000003
1000746,1000001
1000752,1000003
1001044,1000002
1001813,1000001
1000304,1000001
1003089,1000002
1003114,1000001
1000612,1000000
1003076,1000003
1002706,1000002
1001378,1000001
1002824,1000001
1000270,1000002
1001202,1000002
1002188,1000001
1000909,1000002
1002423,1000000
1000817,1000000
1002305,1000003
1000794,1000003
1000911,1000002
1001973,1000000
1000704,1000002
1001817,1000003
1001473,1000000
1002809,1000000
1001454,1000000
1002412,1000001
1001532,1000001
1000248,1000001
1002337,1000002
1003064,1000002
1000310,1000003
1001336,1000000
1002566,1000000
1003133,1000003
1001050,1000000
1003122,1000001
1000968,1000002
1000809,1000001
1002505,1000001
1001063,1000003
1000234,1000000
1001077,1000003
1002842,1000000
1002137,1000002
1002372,1000003
1002442,1000003
1000947,1000001
1002533,1000003
1002897,1000002
1000662,1000003
1001493,1000000
1000368,1000002
1002229,1000002
1002548,1000003
1002853,1000001
1000541,1000001
1001456,1000000
1002921,1000003
1001363,1000002
1002836,1000003
1003008,1000003
1003007,1000003
1000659,1000001
1003120,1000001
1000759,1000002
1000433,1000003
1003021,1000002
1001277,1000003
1000937,1000000
1002505,1000002
1001356,1000001
1000242,1000002
1000862,1000002
1000857,1000002
1000734,1000002
1001098,1000001
1002660,1000001
1001114,1000002
1002290,1000001
1001269,1000001
1002554,1000001
1001546,1000002
1000955,1000001
1001641,1000002
1001832,1000003
1001798,1000002
1002312,1000003
1002476,1000001
1001205,1000002
1000929,1000001
1003100,1000003
1001232,1000001
1002584,1000000
1001682,1000000
1001993,1000003
1001866,1000000
1002600,1000001
1001727,1000001
1001007,1000001
1000888,1000000
1002668,1000003
1000405,1000003
1003131,1000001
1001957,1000002
1001495,1000002
1002599,1000000
1002836,1000003
1000215,1000000
1001300,1000000
1001573,1000000
1000037,1000001
1002109,1000001
1001516,1000001
1003030,1000001
1000847,1000000
1000614,1000000
1002136,1000000
1002824,1000003
1001982,1000000
1000771,1000001
1000838,1000002
1001435,1000000
1002204,1000001
1002099,1000003
1000465,1000000
1000881,1000000
1000494,1000000
1000037,1000002
1001970,1000003
1001414,1000000
1002234,1000001
1000259,1000002
1002778,1000002
1001243,1000000
1002788,1000000
1001041,1000003
1001635,1000000
1001819,1000002
1002466,1000001
1000511,1000001
1001070,1000003
1001058,1000003
1002776,1000000
1000094,1000003
1000362,1000003
1001922,1000001
1003106,1000000
1001042,1000002
1002531,1000001
1002952,1000003
1002197,1000001
1001572,1000002
1001904,1000002
1000581,1000000
1000416,1000001
1002289,1000003
1002738,1000001
1001911,1000000
1001590,1000003
1000841,1000003
1000246,1000003
1001632,1000003
1000467,1000002
1001513,1000000
1000064,1000003
1000412,1000002
1000507,1000003
1001964,1000001
1001977,1000003
1002216,1000001
1000202,1000001
1000749,1000000
1000694,1000001
1002636,1000003
1002846,1000002
1002785,1000000
1002899,1000000
1000380,1000002
1000739,1000002
1002255,1000001
1003167,1000001
1000043,1000003
1001039,1000002
1000436,1000001
1000531,1000003
1001696,1000002
1002022,1000001
1000872,1000001
1001874,1000000
1000488,1000001
1002777,1000003
1001906,1000002
1000237,1000002
1000698,1000002
1000500,1000002
1000612,1000002
1002552,1000003
1001976,1000003
1001741,1000002
1001233,1000000
1003148,1000002
1000985,1000001
1002782,1000000
1002330,1000002
1001812,1000002
1001755,1000000
1001835,1000002
1001984,1000000
1002134,1000002
1002858,1000000
1001377,1000003
1000378,1000000
1002888,1000002
1001051,1000001
1000704,1000002
1001636,1000000
1000796,1000002
1002539,1000000
1003090,1000000
1001865,1000000
1000547,1000001
1001058,1000000
1001551,1000003
1002284,1000002
1000883,1000003
1000962,1000003
1000872,1000003
1001330,1000002
1001923,1000003
1002587,1000003
1001417,1000003
1000715,1000002
1002498,1000003
1001743,1000002
1001325,1000000
1001764,1000000
1000733,1000001
1000914,1000000
1002857,1000000
1001020,1000000
1000873,1000002
1002554,1000002
